name,name_input,cas_number,delta_d,delta_p,delta_h,radius,type,subclass,data_type,data_reliability,confidence,source_count,source,source_url,name_iupac,name_common,name_common_all,name_acronyms,product_url,tds_url,sds_url,processing_notes,hidden
TEG EG MAL TEREP,TEG EG MAL TEREP,,18.8,11.4,9.2,10.2,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/TEG EG MAL TEREP/property/IUPACName/JSON,PENDING|haiku: composition of TEG EG MAL TEREP,PENDING|haiku: composition of TEG EG MAL TEREP,TEG; EG; MAL; TEREP,"PENDING|brave:""TEG EG MAL TEREP"" manufacturer product page","PENDING|brave:""TEG EG MAL TEREP"" technical data sheet filetype:pdf","PENDING|brave:""TEG EG MAL TEREP"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
TEG MALEATE,TEG MALEATE,,18.1,13.9,12.1,9.7,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/TEG MALEATE/property/IUPACName/JSON,PENDING|haiku: composition of TEG MALEATE,PENDING|haiku: composition of TEG MALEATE,TEG,"PENDING|brave:""TEG MALEATE"" manufacturer product page","PENDING|brave:""TEG MALEATE"" technical data sheet filetype:pdf","PENDING|brave:""TEG MALEATE"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
VAREZ 123,VAREZ 123,,17.3,10.9,11.9,10.7,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/VAREZ 123/property/IUPACName/JSON,PENDING|haiku: composition of VAREZ 123,PENDING|haiku: composition of VAREZ 123,VAREZ,"PENDING|brave:""VAREZ 123"" manufacturer product page","PENDING|brave:""VAREZ 123"" technical data sheet filetype:pdf","PENDING|brave:""VAREZ 123"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
AMOCO 18-290,AMOCO 18-290,,19.3,3.7,7.9,7.8,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/AMOCO 18-290/property/IUPACName/JSON,PENDING|haiku: composition of AMOCO 18-290,PENDING|haiku: composition of AMOCO 18-290,AMOCO,"PENDING|brave:""AMOCO 18-290"" manufacturer product page","PENDING|brave:""AMOCO 18-290"" technical data sheet filetype:pdf","PENDING|brave:""AMOCO 18-290"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
BUTON 100 BUTAD-STY,BUTON 100 BUTAD-STY,,17.0,4.0,3.0,7.3,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/BUTON 100 BUTAD-STY/property/IUPACName/JSON,PENDING|haiku: composition of BUTON 100 BUTAD-STY,PENDING|haiku: composition of BUTON 100 BUTAD-STY,BUTON; BUTAD; STY,"PENDING|brave:""BUTON 100 BUTAD-STY"" manufacturer product page","PENDING|brave:""BUTON 100 BUTAD-STY"" technical data sheet filetype:pdf","PENDING|brave:""BUTON 100 BUTAD-STY"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
BUTON 300,BUTON 300,,17.3,3.7,7.3,7.0,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/BUTON 300/property/IUPACName/JSON,PENDING|haiku: composition of BUTON 300,PENDING|haiku: composition of BUTON 300,BUTON,"PENDING|brave:""BUTON 300"" manufacturer product page","PENDING|brave:""BUTON 300"" technical data sheet filetype:pdf","PENDING|brave:""BUTON 300"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
KOPPERS KTPL-A,KOPPERS KTPL-A,,19.3,3.7,7.9,7.8,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/KOPPERS KTPL-A/property/IUPACName/JSON,PENDING|haiku: composition of KOPPERS KTPL-A,PENDING|haiku: composition of KOPPERS KTPL-A,KTPL,"PENDING|brave:""KOPPERS KTPL-A"" manufacturer product page","PENDING|brave:""KOPPERS KTPL-A"" technical data sheet filetype:pdf","PENDING|brave:""KOPPERS KTPL-A"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
RUBBER MOD PS,RUBBER MOD PS,,20.0,5.0,1.0,7.0,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/RUBBER MOD PS/property/IUPACName/JSON,PENDING|haiku: composition of RUBBER MOD PS,PENDING|haiku: composition of RUBBER MOD PS,RUBBER; MOD; PS,"PENDING|brave:""RUBBER MOD PS"" manufacturer product page","PENDING|brave:""RUBBER MOD PS"" technical data sheet filetype:pdf","PENDING|brave:""RUBBER MOD PS"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
STY MAL ANH,STY MAL ANH,,23.4,13.8,15.2,16.5,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/STY MAL ANH/property/IUPACName/JSON,PENDING|haiku: composition of STY MAL ANH,PENDING|haiku: composition of STY MAL ANH,STY; MAL; ANH,"PENDING|brave:""STY MAL ANH"" manufacturer product page","PENDING|brave:""STY MAL ANH"" technical data sheet filetype:pdf","PENDING|brave:""STY MAL ANH"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
LYTRON 820,LYTRON 820,,21.1,13.1,14.5,14.4,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/LYTRON 820/property/IUPACName/JSON,PENDING|haiku: composition of LYTRON 820,PENDING|haiku: composition of LYTRON 820,LYTRON,"PENDING|brave:""LYTRON 820"" manufacturer product page","PENDING|brave:""LYTRON 820"" technical data sheet filetype:pdf","PENDING|brave:""LYTRON 820"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
MARBON 9200,MARBON 9200,,19.0,4.0,4.0,6.0,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/MARBON 9200/property/IUPACName/JSON,PENDING|haiku: composition of MARBON 9200,PENDING|haiku: composition of MARBON 9200,MARBON,"PENDING|brave:""MARBON 9200"" manufacturer product page","PENDING|brave:""MARBON 9200"" technical data sheet filetype:pdf","PENDING|brave:""MARBON 9200"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
PARAPOL S-50,PARAPOL S-50,,17.9,3.9,4.9,3.9,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/PARAPOL S-50/property/IUPACName/JSON,PENDING|haiku: composition of PARAPOL S-50,PENDING|haiku: composition of PARAPOL S-50,,"PENDING|brave:""PARAPOL S-50"" manufacturer product page","PENDING|brave:""PARAPOL S-50"" technical data sheet filetype:pdf","PENDING|brave:""PARAPOL S-50"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
PARAPOL S-60,PARAPOL S-60,,17.9,3.9,4.9,3.9,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/PARAPOL S-60/property/IUPACName/JSON,PENDING|haiku: composition of PARAPOL S-60,PENDING|haiku: composition of PARAPOL S-60,,"PENDING|brave:""PARAPOL S-60"" manufacturer product page","PENDING|brave:""PARAPOL S-60"" technical data sheet filetype:pdf","PENDING|brave:""PARAPOL S-60"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
PICCOFLEX 120,PICCOFLEX 120,,17.4,7.8,3.8,7.7,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/PICCOFLEX 120/property/IUPACName/JSON,PENDING|haiku: composition of PICCOFLEX 120,PENDING|haiku: composition of PICCOFLEX 120,,"PENDING|brave:""PICCOFLEX 120"" manufacturer product page","PENDING|brave:""PICCOFLEX 120"" technical data sheet filetype:pdf","PENDING|brave:""PICCOFLEX 120"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
SHELL POLYALDEHYDE EX 39,SHELL POLYALDEHYDE EX 39,,19.6,10.0,3.6,9.4,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/SHELL POLYALDEHYDE EX 39/property/IUPACName/JSON,PENDING|haiku: composition of SHELL POLYALDEHYDE EX 39,PENDING|haiku: composition of SHELL POLYALDEHYDE EX 39,SHELL; EX,"PENDING|brave:""SHELL POLYALDEHYDE EX 39"" manufacturer product page","PENDING|brave:""SHELL POLYALDEHYDE EX 39"" technical data sheet filetype:pdf","PENDING|brave:""SHELL POLYALDEHYDE EX 39"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
SHELL POLYALDEHYDE EX 40,SHELL POLYALDEHYDE EX 40,,19.6,10.0,3.6,9.4,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/SHELL POLYALDEHYDE EX 40/property/IUPACName/JSON,PENDING|haiku: composition of SHELL POLYALDEHYDE EX 40,PENDING|haiku: composition of SHELL POLYALDEHYDE EX 40,SHELL; EX,"PENDING|brave:""SHELL POLYALDEHYDE EX 40"" manufacturer product page","PENDING|brave:""SHELL POLYALDEHYDE EX 40"" technical data sheet filetype:pdf","PENDING|brave:""SHELL POLYALDEHYDE EX 40"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
SHELL X-450,SHELL X-450,,19.3,9.5,11.1,11.1,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/SHELL X-450/property/IUPACName/JSON,PENDING|haiku: composition of SHELL X-450,PENDING|haiku: composition of SHELL X-450,SHELL,"PENDING|brave:""SHELL X-450"" manufacturer product page","PENDING|brave:""SHELL X-450"" technical data sheet filetype:pdf","PENDING|brave:""SHELL X-450"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
SMA 1430A,SMA 1430A,,18.8,11.4,16.4,14.1,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/SMA 1430A/property/IUPACName/JSON,PENDING|haiku: composition of SMA 1430A,PENDING|haiku: composition of SMA 1430A,SMA,"PENDING|brave:""SMA 1430A"" manufacturer product page","PENDING|brave:""SMA 1430A"" technical data sheet filetype:pdf","PENDING|brave:""SMA 1430A"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
SAN 85/15,SAN 85/15,9003-54-7,19.1,9.5,3.1,8.7,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/SAN 85/15/property/IUPACName/JSON,SAN,SAN,SAN,PENDING|wikipedia:https://en.wikipedia.org/wiki/SAN_85/15,,"PENDING|brave:""SAN 85/15 polymer"" SDS site:sigmaaldrich.com",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] MW-range CAS — not grade specific,false
STY/BUTENOL 85/15,STY/BUTENOL 85/15,,17.4,7.8,3.8,7.7,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/STY/BUTENOL 85/15/property/IUPACName/JSON,STY / BUTENOL 85 / 15 copolymer,STY / BUTENOL 85 / 15 copolymer,STY,PENDING|wikipedia:https://en.wikipedia.org/wiki/STY/BUTENOL_85/15,,"PENDING|brave:""STY/BUTENOL 85/15 polymer"" SDS site:sigmaaldrich.com",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|copolymer: no universal CAS,false
STY/CYCLOL 82/18,STY/CYCLOL 82/18,,18.2,5.6,7.2,5.7,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/STY/CYCLOL 82/18/property/IUPACName/JSON,STY / CYCLOL 82 / 18 copolymer,STY / CYCLOL 82 / 18 copolymer,STY; CYCLOL,PENDING|wikipedia:https://en.wikipedia.org/wiki/STY/CYCLOL_82/18,,"PENDING|brave:""STY/CYCLOL 82/18 polymer"" SDS site:sigmaaldrich.com",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|copolymer: no universal CAS,false
STY/2EHA/AA 81/11/8,STY/2EHA/AA 81/11/8,,17.7,4.9,5.9,5.9,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/STY/2EHA/AA 81/11/8/property/IUPACName/JSON,STY / 2EHA / AA 81 / 11 / 8 copolymer,STY / 2EHA / AA 81 / 11 / 8 copolymer,STY; AA,PENDING|wikipedia:https://en.wikipedia.org/wiki/STY/2EHA/AA_81/11/8,,"PENDING|brave:""STY/2EHA/AA 81/11/8 polymer"" SDS site:sigmaaldrich.com",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|copolymer: no universal CAS,false
STY/MAA 90/10,STY/MAA 90/10,,18.7,6.3,7.3,6.7,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/STY/MAA 90/10/property/IUPACName/JSON,STY / MAA 90 / 10 copolymer,STY / MAA 90 / 10 copolymer,STY; MAA,PENDING|wikipedia:https://en.wikipedia.org/wiki/STY/MAA_90/10,,"PENDING|brave:""STY/MAA 90/10 polymer"" SDS site:sigmaaldrich.com",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|copolymer: no universal CAS,false
STY/MA 85/15,STY/MA 85/15,,18.0,9.0,3.0,9.0,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/STY/MA 85/15/property/IUPACName/JSON,STY / MA 85 / 15 copolymer,STY / MA 85 / 15 copolymer,STY; MA,PENDING|wikipedia:https://en.wikipedia.org/wiki/STY/MA_85/15,,"PENDING|brave:""STY/MA 85/15 polymer"" SDS site:sigmaaldrich.com",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|copolymer: no universal CAS,false
STY/HALF ESTER MA 60/40,STY/HALF ESTER MA 60/40,,18.9,10.9,10.7,9.7,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/STY/HALF ESTER MA 60/40/property/IUPACName/JSON,STY / HALF ESTER MA 60 / 40 copolymer,STY / HALF ESTER MA 60 / 40 copolymer,STY; HALF; ESTER; MA,PENDING|wikipedia:https://en.wikipedia.org/wiki/STY/HALF_ESTER_MA_60/40,,"PENDING|brave:""STY/HALF ESTER MA 60/40 polymer"" SDS site:sigmaaldrich.com",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|copolymer: no universal CAS,false
STY/PROP HALF E MA 57/43,STY/PROP HALF E MA 57/43,,18.0,9.8,8.4,10.1,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/STY/PROP HALF E MA 57/43/property/IUPACName/JSON,STY / PROP HALF E MA 57 / 43 copolymer,STY / PROP HALF E MA 57 / 43 copolymer,STY; PROP; HALF; MA,PENDING|wikipedia:https://en.wikipedia.org/wiki/STY/PROP_HALF_E_MA_57/43,,"PENDING|brave:""STY/PROP HALF E MA 57/43 polymer"" SDS site:sigmaaldrich.com",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|copolymer: no universal CAS,false
STY/VBE 85/15,STY/VBE 85/15,,17.4,7.8,3.8,7.7,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/STY/VBE 85/15/property/IUPACName/JSON,STY / VBE 85 / 15 copolymer,STY / VBE 85 / 15 copolymer,STY; VBE,PENDING|wikipedia:https://en.wikipedia.org/wiki/STY/VBE_85/15,,"PENDING|brave:""STY/VBE 85/15 polymer"" SDS site:sigmaaldrich.com",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|copolymer: no universal CAS,false
STYRON 440M-27 MOD PS,STYRON 44OM-27 MOD PS,,20.0,5.0,1.0,7.0,styrenic,polystyrene or HIPS,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/STYRON 440M-27 MOD PS/property/IUPACName/JSON,Dow/Trinseo general-purpose or high-impact PS,Dow/Trinseo general-purpose or high-impact PS,STYRON; MOD; PS,"PENDING|brave:""STYRON 440M-27 MOD PS"" manufacturer product page","PENDING|brave:""STYRON 440M-27 MOD PS"" technical data sheet filetype:pdf","PENDING|brave:""STYRON 440M-27 MOD PS"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; FIX6: STYRON 44OM-27 MOD PS → STYRON 440M-27 MOD PS; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
STYRON 475M-27,STYRON 475M-27,,20.0,5.0,1.0,7.0,styrenic,polystyrene or HIPS,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/STYRON 475M-27/property/IUPACName/JSON,Dow/Trinseo general-purpose or high-impact PS,Dow/Trinseo general-purpose or high-impact PS,STYRON,"PENDING|brave:""STYRON 475M-27"" manufacturer product page","PENDING|brave:""STYRON 475M-27"" technical data sheet filetype:pdf","PENDING|brave:""STYRON 475M-27"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
STYRON 480-27,STYRON 480-27,,20.0,6.0,4.0,5.3,styrenic,polystyrene or HIPS,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/STYRON 480-27/property/IUPACName/JSON,Dow/Trinseo general-purpose or high-impact PS,Dow/Trinseo general-purpose or high-impact PS,STYRON,"PENDING|brave:""STYRON 480-27"" manufacturer product page","PENDING|brave:""STYRON 480-27"" technical data sheet filetype:pdf","PENDING|brave:""STYRON 480-27"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
ACRYLOID K120N,ACRYLOID K120N,,17.6,10.0,3.8,9.5,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/ACRYLOID K120N/property/IUPACName/JSON,PENDING|haiku: composition of ACRYLOID K120N,PENDING|haiku: composition of ACRYLOID K120N,,"PENDING|brave:""ACRYLOID K120N"" manufacturer product page","PENDING|brave:""ACRYLOID K120N"" technical data sheet filetype:pdf","PENDING|brave:""ACRYLOID K120N"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
DODA 6225,DODA 6225,,19.0,2.0,1.0,3.0,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/DODA 6225/property/IUPACName/JSON,PENDING|haiku: composition of DODA 6225,PENDING|haiku: composition of DODA 6225,DODA,"PENDING|brave:""DODA 6225"" manufacturer product page","PENDING|brave:""DODA 6225"" technical data sheet filetype:pdf","PENDING|brave:""DODA 6225"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
DODA 3457,DODA 3457,,19.0,2.0,1.0,3.0,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/DODA 3457/property/IUPACName/JSON,PENDING|haiku: composition of DODA 3457,PENDING|haiku: composition of DODA 3457,DODA,"PENDING|brave:""DODA 3457"" manufacturer product page","PENDING|brave:""DODA 3457"" technical data sheet filetype:pdf","PENDING|brave:""DODA 3457"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
