name,name_input,cas_number,smiles,molecular_formula,delta_d,delta_p,delta_h,molar_volume,molecular_weight,boiling_point,density,category,cf_class,cf_subclass,name_iupac,name_common,name_common_all,name_acronyms,ghs_hazard,confidence,source_count,source,source_url,processing_notes
Ethyl Formate,Ethyl Formate,109-94-4,,,15.5,8.4,8.4,80.2,,,,ester,Carboxylic acids and derivatives,Carboxylic acid derivatives,ethyl formate,Ethyl Formate,Ethyl Formate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethyl Formate
Ethyl Hypochlorite,Ethyl Hypochlorite,624-85-1,,,15.7,8.6,6.5,79.5,,,,halogenated,Organic oxoanionic compounds,,ethyl hypochlorite,Ethyl Hypochlorite,Ethyl Hypochlorite,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethyl Hypochlorite
Ethyl Iodide,Ethyl Iodide,75-03-6,,,17.3,7.9,7.2,81.2,,,,halogenated,Organoiodides,,ethyl iodide,Ethyl Iodide,Ethyl Iodide,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethyl Iodide
Ethyl Isocyanate,Ethyl Isocyanate,109-90-0,,,15.4,12.0,2.5,78.7,,,,amide,Organonitrogen compounds,Isocyanates,ethyl isocyanate,Ethyl Isocyanate,Ethyl Isocyanate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethyl Isocyanate
Ethyl Isopropenyl Ether,Ethyl Isopropenyl Ether,926-66-9,,,14.8,3.5,5.1,113.3,,,,ether,Organooxygen compounds,,ethyl isopropenyl ether,Ethyl Isopropenyl Ether,Ethyl Isopropenyl Ether,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethyl Isopropenyl Ether
Ethyl Isothiocyanate,Ethyl Isothiocyanate,542-85-8,,,17.2,14.7,9.0,87.1,,,,sulfur compound,Isothiocyanates,,ethyl isothiocyanate,Ethyl Isothiocyanate,Ethyl Isothiocyanate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethyl Isothiocyanate
Ethyl Lactate,Ethyl Lactate,97-64-3,,,16.0,7.6,12.5,115.0,,,,ester,Carboxylic acids and derivatives,Carboxylic acid derivatives,ethyl lactate,Ethyl Lactate,Ethyl Lactate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethyl Lactate
Ethyl Methacrylate,Ethyl Methacrylate,97-63-2,,,15.8,7.2,7.5,125.8,,,,ester,Carboxylic acids and derivatives,Carboxylic acid derivatives,ethyl methacrylate,Ethyl Methacrylate,Ethyl Methacrylate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethyl Methacrylate
Ethyl Methyl Sulfid,Ethyl Methyl Sulfid,,,,17.1,4.8,2.5,91.2,,,,other,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Ethyl Methyl Sulfid
Ethyl Oleate,Ethyl Oleate,111-62-6,,,14.5,3.8,3.7,357.3,,,,ester,Fatty Acyls,Fatty acid esters,ethyl oleate,Ethyl Oleate,Ethyl Oleate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethyl Oleate
Ethyl Propionate,Ethyl Propionate,105-37-3,,,15.5,6.1,4.9,115.5,,,,ester,Carboxylic acids and derivatives,Carboxylic acid derivatives,ethyl propionate,Ethyl Propionate,Ethyl Propionate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethyl Propionate
Ethyl Thiocyanate,Ethyl Thiocyanate,542-90-5,,,15.4,13.4,5.4,87.1,,,,sulfur compound,Thiocyanates,,ethyl thiocyanate,Ethyl Thiocyanate,Ethyl Thiocyanate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethyl Thiocyanate
Ethyl Vinylether,Ethyl Vinylether,109-92-2,,,14.9,4.9,5.6,94.9,,,,ether,Organooxygen compounds,,ethyl vinylether,Ethyl Vinylether,Ethyl Vinylether,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethyl Vinylether
Ethyl Vinylketone,Ethyl Vinylketone,1629-58-9,,,15.8,11.3,4.5,99.3,,,,ketone,Organooxygen compounds,Carbonyl compounds,ethyl vinylketone,Ethyl Vinylketone,Ethyl Vinylketone,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethyl Vinylketone
Ethyl-1-Propynylether,Ethyl-1-Propynylether,14273-06-4,,,15.9,6.4,5.4,101.6,,,,ether,Organooxygen compounds,,ethyl-1-propynylether,Ethyl-1-Propynylether,Ethyl-1-Propynylether,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethyl-1-Propynylether
Ethylene,Ethylene,74-85-1,,,15.0,2.0,3.8,63.0,,,,hydrocarbon,Unsaturated hydrocarbons,Unsaturated aliphatic hydrocarbons,ethylene,Ethylene,Ethylene,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethylene
Ethylene Carbonate,Ethylene Carbonate,96-49-1,,,19.4,21.7,5.1,66.0,,,,ester,Organic carbonic acids and derivatives,Carbonic acid diesters,ethylene carbonate,Ethylene Carbonate,Ethylene Carbonate; EC,EC,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethylene Carbonate
Ethylene Chlorohydrin,Ethylene Chlorohydrin,107-07-3,,,16.9,8.8,17.2,67.3,,,,halogenated,,,ethylene chlorohydrin,Ethylene Chlorohydrin,Ethylene Chlorohydrin,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethylene Chlorohydrin
Ethylene Cyanohydrin,Ethylene Cyanohydrin,109-78-4,,,17.2,18.8,17.6,68.3,,,,nitrile,Organonitrogen compounds,Organic cyanides,ethylene cyanohydrin,Ethylene Cyanohydrin,Ethylene Cyanohydrin,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethylene Cyanohydrin
Ethylene Dibromide,Ethylene Dibromide,106-93-4,,,19.2,3.5,8.6,87.0,,,,halogenated,Organobromides,,ethylene dibromide,Ethylene Dibromide,Ethylene Dibromide,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethylene Dibromide
Ethylene Dichloride,Ethylene Dichloride,107-06-2,,,19.0,7.4,4.1,79.4,,,,halogenated,Organochlorides,,ethylene dichloride,Ethylene Dichloride,Ethylene Dichloride,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethylene Dichloride
Ethylene Dinitrate,Ethylene Dinitrate,628-96-6,,,16.2,13.0,4.5,101.7,,,,nitro,,,ethylene dinitrate,Ethylene Dinitrate,Ethylene Dinitrate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethylene Dinitrate
Ethylene Glycol,Ethylene Glycol,107-21-1,,,17.0,11.0,26.0,55.8,,,,glycol,Organooxygen compounds,Alcohols and polyols,ethylene glycol,Ethylene Glycol,Ethylene Glycol; EG,EG,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethylene Glycol
Ethylene Glycol Butyl Ether Acetate,Ethylene Glycol Butyl Ether Acetate,112-07-2,,,15.3,4.5,8.8,171.2,,,,ester,,,ethylene glycol butyl ether acetate,Ethylene Glycol Butyl Ether Acetate,Ethylene Glycol Butyl Ether Acetate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethylene Glycol Butyl Ether Acetate
Ethylene Glycol Butyl Ethyl Ether,Ethylene Glycol Butyl Ethyl Ether,4413-13-2,,,15.3,4.9,4.6,175.5,,,,ether,Organooxygen compounds,Ethers,ethylene glycol butyl ethyl ether,Ethylene Glycol Butyl Ethyl Ether,Ethylene Glycol Butyl Ethyl Ether,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethylene Glycol Butyl Ethyl Ether
Ethylene Glycol Butyl Methyl Ether,Ethylene Glycol Butyl Methyl Ether,13343-98-1,,,15.5,5.2,4.9,157.2,,,,ether,Organooxygen compounds,Ethers,ethylene glycol butyl methyl ether,Ethylene Glycol Butyl Methyl Ether,Ethylene Glycol Butyl Methyl Ether,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethylene Glycol Butyl Methyl Ether
Ethylene Glycol Di-t-Butyl Ether,Ethylene Glycol Di-t-Butyl Ether,26547-47-7,,,14.7,4.1,8.2,210.0,,,,ether,Organooxygen compounds,Ethers,ethylene glycol di-t-butyl ether,Ethylene Glycol Di-t-Butyl Ether,Ethylene Glycol Di-t-Butyl Ether,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethylene Glycol Di-t-Butyl Ether
Ethylene Glycol Diacetate,Ethylene Glycol Diacetate,111-55-7,,,16.2,4.7,9.8,132.8,,,,ester,,,ethylene glycol diacetate,Ethylene Glycol Diacetate,Ethylene Glycol Diacetate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethylene Glycol Diacetate
Ethylene Glycol Dib utyl Ether,Ethylene Glycol Dib utyl Ether,,,,15.7,4.5,4.2,209.5,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Ethylene Glycol Dib utyl Ether
Ethylene Glycol Dieth yl Ether,Ethylene Glycol Dieth yl Ether,,,,15.4,5.4,5.2,141.6,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Ethylene Glycol Dieth yl Ether
Ethylene Glycol Dimeth yl Ether,Ethylene Glycol Dimeth yl Ether,,,,15.4,6.3,6.0,103.9,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Ethylene Glycol Dimeth yl Ether
Ethylene Glycol Methyl t-Butyl,Ethylene Glycol Methyl t-Butyl,,,,15.3,5.1,8.2,157.4,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Ethylene Glycol Methyl t-Butyl
Ethylene Glycol Mono n-He xyl Ether,Ethylene Glycol Mono n-He xyl Ether,,,,16.0,5.0,11.4,164.5,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Ethylene Glycol Mono n-He xyl Ether
Ethylene Glycol Mono n-Prop yl Ether,Ethylene Glycol Mono n-Prop yl Ether,,,,16.1,8.7,13.5,114.1,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Ethylene Glycol Mono n-Prop yl Ether
Ethylene Glycol Mono-2-Ethyl Hexyl,Ethylene Glycol Mono-2-Ethyl Hexyl,,,,16.0,4.1,10.5,194.7,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Ethylene Glycol Mono-2-Ethyl Hexyl
Ethylene Glycol Mono-t-Butyl Ether,Ethylene Glycol Mono-t-Butyl Ether,,,,15.3,6.1,10.8,131.0,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Ethylene Glycol Mono-t-Butyl Ether
Ethylene Glycol Monob utyl Ether,Ethylene Glycol Monob utyl Ether,,,,16.0,5.1,12.3,131.6,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Ethylene Glycol Monob utyl Ether
Ethylene Glycol Monobenzyl Ether,Ethylene Glycol Monobenzyl Ether,,,,17.8,5.9,12.2,143.0,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Ethylene Glycol Monobenzyl Ether
Ethylene Glycol Monoeth yl Ether,Ethylene Glycol Monoeth yl Ether,,,,15.9,5.1,9.3,147.7,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Ethylene Glycol Monoeth yl Ether
Ethylene Glycol Monoeth yl Ether,Ethylene Glycol Monoeth yl Ether,,,,16.2,9.2,14.3,97.8,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Ethylene Glycol Monoeth yl Ether
Ethylene Glycol Monoeth yl Ether,Ethylene Glycol Monoeth yl Ether,,,,15.9,4.7,10.6,136.1,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Ethylene Glycol Monoeth yl Ether
Ethylene Glycol Monoisob utyl Ether,Ethylene Glycol Monoisob utyl Ether,,,,15.2,4.9,9.6,132.5,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Ethylene Glycol Monoisob utyl Ether
Ethylene Glycol Monoisoprop yl Ether,Ethylene Glycol Monoisoprop yl Ether,,,,16.0,8.2,13.1,115.8,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Ethylene Glycol Monoisoprop yl Ether
Ethylene Glycol Monometh yl Ether,Ethylene Glycol Monometh yl Ether,,,,16.2,9.2,16.4,79.1,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Ethylene Glycol Monometh yl Ether
Ethylene Glycol Monometh yl Ether,Ethylene Glycol Monometh yl Ether,,,,15.9,5.5,11.6,121.6,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Ethylene Glycol Monometh yl Ether
Ethylene Glycol Monophen yl Ether,Ethylene Glycol Monophen yl Ether,,,,17.0,7.2,12.3,125.3,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Ethylene Glycol Monophen yl Ether
Ethylene Glycol Sulfit,Ethylene Glycol Sulfit,,,,20.0,15.9,5.1,75.1,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Ethylene Glycol Sulfit
Ethylene Methyl Sulfonate,Ethylene Methyl Sulfonate,4672-49-5,,,16.9,9.3,9.6,97.9,,,,sulfur compound,Organic sulfonic acids and derivatives,Organosulfonic acids and derivatives,ethylene methyl sulfonate,Ethylene Methyl Sulfonate,Ethylene Methyl Sulfonate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethylene Methyl Sulfonate
Ethylene Oxide,Ethylene Oxide,75-21-8,,,15.6,10.0,11.0,49.9,,,,ether,Epoxides,,ethylene oxide,Ethylene Oxide,Ethylene Oxide,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethylene Oxide
Ethylene Sulfid,Ethylene Sulfid,,,,19.3,9.0,6.5,59.5,,,,other,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Ethylene Sulfid
Ethylenediamine,Ethylenediamine,107-15-3,,,16.6,8.8,17.0,67.3,,,,amine,Organonitrogen compounds,Amines,ethylenediamine,Ethylenediamine,Ethylenediamine,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethylenediamine
Ethyleneimine,Ethyleneimine,151-56-4,,,18.6,9.8,7.7,51.8,,,,amine,Aziridines,,ethyleneimine,Ethyleneimine,Ethyleneimine,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethyleneimine
Ethylidene Acetone,Ethylidene Acetone,625-33-2,,,16.2,12.1,4.5,99.0,,,,ketone,Organooxygen compounds,Carbonyl compounds,ethylidene acetone,Ethylidene Acetone,Ethylidene Acetone,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethylidene Acetone
Ethynyl Methyl Ether,Ethynyl Methyl Ether,6443-91-0,,,15.8,8.1,6.5,70.1,,,,ether,,,ethynyl methyl ether,Ethynyl Methyl Ether,Ethynyl Methyl Ether,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethynyl Methyl Ether
Ethynyl Propyl Ether,Ethynyl Propyl Ether,42842-08-0,,,15.4,3.8,5.4,104.1,,,,ether,,,ethynyl propyl ether,Ethynyl Propyl Ether,Ethynyl Propyl Ether,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethynyl Propyl Ether
Eugenol,Eugenol,97-53-0,,,19.0,7.5,13.0,154.0,,,,alcohol,Phenols,Methoxyphenols,eugenol,Eugenol,Eugenol,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Eugenol
Fenchene(Alfa),Fenchene(Alfa),,,,16.9,1.5,3.1,157.3,,,,other,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Fenchene(Alfa)
Ferulic Acid,Ferulic Acid,1135-24-6,,,19.0,6.6,15.1,155.5,,,,acid,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,ferulic acid,Ferulic Acid,Ferulic Acid,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ferulic Acid
Fluorene,Fluorene,86-73-7,,,20.0,1.7,1.7,138.2,,,,halogenated,Fluorenes,,fluorene,Fluorene,Fluorene,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Fluorene
Fluorobenzene,Fluorobenzene,462-06-6,,,18.7,6.1,2.0,94.7,,,,halogenated,Benzene and substituted derivatives,Halobenzenes,fluorobenzene,Fluorobenzene,Fluorobenzene,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Fluorobenzene
Fluoroethylene,Fluoroethylene,75-02-5,,,15.2,7.0,1.0,57.5,,,,halogenated,Vinyl halides,Vinyl fluorides,fluoroethylene,Fluoroethylene,Fluoroethylene,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Fluoroethylene
Fluoromethane,Fluoromethane,593-53-3,,,13.4,10.6,9.5,40.7,,,,halogenated,Alkyl halides,Halomethanes,fluoromethane,Fluoromethane,Fluoromethane,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Fluoromethane
Fluoroprene,Fluoroprene,381-61-3,,,14.2,5.8,1.0,85.5,,,,halogenated,Vinyl halides,Vinyl fluorides,fluoroprene,Fluoroprene,Fluoroprene,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Fluoroprene
Formaldehyde,Formaldehyde,50-00-0,,,12.8,14.4,15.4,36.8,,,,aldehyde,,,formaldehyde,Formaldehyde,Formaldehyde,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Formaldehyde
Formamide,Formamide,75-12-7,,,17.2,26.2,19.0,39.8,,,,amide,,,formamide,Formamide,Formamide,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Formamide
Formic Acid,Formic Acid,64-18-6,,,14.3,11.9,16.6,37.8,,,,acid,Carboxylic acids and derivatives,Carboxylic acids,formic acid,Formic Acid,Formic Acid; FA,FA,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Formic Acid
Formyl Fluoride,Formyl Fluoride,1493-02-3,,,15.0,10.1,8.6,56.5,,,,halogenated,,,formyl fluoride,Formyl Fluoride,Formyl Fluoride,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Formyl Fluoride
Fumaronitrile,Fumaronitrile,764-42-1,,,16.7,13.6,7.8,83.0,,,,nitrile,,,fumaronitrile,Fumaronitrile,Fumaronitrile,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Fumaronitrile
Furan,Furan,110-00-9,,,17.8,1.8,5.3,72.5,,,,ether,,,furan,Furan,Furan,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Furan
Furfural,Furfural,98-01-1,,,18.6,14.9,5.1,83.2,,,,heterocyclic,,,furfural,Furfural,Furfural,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Furfural
Furfuryl Alcohol,Furfuryl Alcohol,98-00-0,,,17.4,7.6,15.1,86.5,,,,alcohol,Heteroaromatic compounds,,furfuryl alcohol,Furfuryl Alcohol,Furfuryl Alcohol,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Furfuryl Alcohol
Gamma-Butyrolactone,Gamma-Butyrolactone,,,,19.0,16.6,7.4,76.8,,,,heterocyclic,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Gamma-Butyrolactone
Gamma-Thiobutyrolactone,Gamma-Thiobutyrolactone,,,,19.0,6.9,6.2,86.6,,,,heterocyclic,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Gamma-Thiobutyrolactone
Glycerol,Glycerol,56-81-5,,,17.4,12.1,29.3,73.3,,,,alcohol,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,glycerol,Glycerol,Glycerol,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Glycerol
Glycerol Diacetate (Isomer Mix),Glycerol Diacetate (Isomer Mix),,,,16.4,8.9,14.2,149.4,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Glycerol Diacetate (Isomer Mix)
Glycidaldehyde,Glycidaldehyde,,,,17.5,13.4,9.8,63.2,,,,aldehyde,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Glycidaldehyde
Glycidol,Glycidol,556-52-5,,,18.2,9.0,17.9,66.5,,,,ether,Epoxides,,glycidol,Glycidol,Glycidol,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Glycidol
Glycidyl Methacrylate,Glycidyl Methacrylate,106-91-2,,,16.3,8.5,5.7,136.4,,,,ester,Carboxylic acids and derivatives,Carboxylic acid derivatives,glycidyl methacrylate,Glycidyl Methacrylate,Glycidyl Methacrylate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Glycidyl Methacrylate
Glyoxal (Ethandial),Glyoxal (Ethandial),107-22-2,,,15.0,17.0,13.3,50.9,,,,ketone,Organooxygen compounds,Carbonyl compounds,glyoxal (ethandial),Glyoxal (Ethandial),Glyoxal (Ethandial),,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Glyoxal (Ethandial)
Heptane,Heptane,142-82-5,,,15.3,0.0,0.0,147.4,,,,hydrocarbon,Saturated hydrocarbons,Alkanes,heptane,Heptane,Heptane,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Heptane
Hexachloroacetone,Hexachloroacetone,116-16-5,,,18.3,0.0,0.0,151.9,,,,ketone,Organooxygen compounds,Carbonyl compounds,hexachloroacetone,Hexachloroacetone,Hexachloroacetone,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Hexachloroacetone
Hexachloroacetone,Hexachloroacetone,116-16-5,,,18.3,6.6,6.4,151.9,,,,ketone,Organooxygen compounds,Carbonyl compounds,hexachloroacetone,Hexachloroacetone,Hexachloroacetone,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Hexachloroacetone
Hexachlorobenzene (Lindane),Hexachlorobenzene (Lindane),,,,21.9,2.1,0.0,139.3,,,,halogenated,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Hexachlorobenzene (Lindane)
Hexachloroethane,Hexachloroethane,67-72-1,,,22.0,4.7,0.0,113.2,,,,halogenated,Organochlorides,,hexachloroethane,Hexachloroethane,Hexachloroethane,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Hexachloroethane
Hexadecane,Hexadecane,544-76-3,,,16.3,0.0,0.0,294.1,,,,hydrocarbon,Saturated hydrocarbons,Alkanes,hexadecane,Hexadecane,Hexadecane,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Hexadecane
Hexafluo o Isopropanol,Hexafluo o Isopropanol,,,,17.2,4.5,14.7,105.3,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Hexafluo o Isopropanol
Hexafluo ohexanol,Hexafluo ohexanol,,,,15.1,4.4,9.9,123.3,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Hexafluo ohexanol
"Hexafluoro 1,3-Butadien","Hexafluoro 1,3-Butadien",,,,13.8,0.0,0.0,104.3,,,,halogenated,,,,,,,,0.7,1,hsp_polymers_6,,"[CAS] PubChem CID not found for: Hexafluoro 1,3-Butadien"
Hexafluorobenzen,Hexafluorobenzen,,,,16.9,0.0,0.0,115.8,,,,halogenated,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Hexafluorobenzen
Hexamethyl Benzene,Hexamethyl Benzene,87-85-4,,,19.2,1.6,0.0,152.7,,,,aromatic,,,hexamethyl benzene,Hexamethyl Benzene,Hexamethyl Benzene,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Hexamethyl Benzene
Hexamethylenetetramine,Hexamethylenetetramine,100-97-0,,,19.4,11.6,13.8,105.3,,,,amine,,,hexamethylenetetramine,Hexamethylenetetramine,Hexamethylenetetramine,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Hexamethylenetetramine
Hexamethylphosphoramide,Hexamethylphosphoramide,680-31-9,,,18.5,8.6,11.3,175.7,,,,inorganic,Organic phosphoric acids and derivatives,Organic phosphoramides,hexamethylphosphoramide,Hexamethylphosphoramide,Hexamethylphosphoramide; HMPA,HMPA,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Hexamethylphosphoramide
Hexanal,Hexanal,66-25-1,,,15.8,8.5,5.4,120.2,,,,aldehyde,Organooxygen compounds,Carbonyl compounds,hexanal,Hexanal,Hexanal,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Hexanal
Hexanoic Acid,Hexanoic Acid,142-62-1,,,15.0,4.1,9.4,125.9,,,,acid,,,hexanoic acid,Hexanoic Acid,Hexanoic Acid,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Hexanoic Acid
