name,name_input,cas_number,delta_d,delta_p,delta_h,radius,type,subclass,data_type,data_reliability,confidence,source_count,source,source_url,name_iupac,name_common,name_common_all,name_acronyms,product_url,tds_url,sds_url,processing_notes,hidden
PBMA (30%),PBMA (30%),,18.1,5.7,0.0,8.5,Acrylic,PBMA,concentration_series,high,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,PBMA (30%),PBMA (30%),,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
PMMA (10%),PMMA (10%),,17.6,10.1,5.8,9.4,Acrylic,,concentration_series,high,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,PMMA (10%),PMMA (10%),,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
PMMA (30%),PMMA (30%),,17.5,5.5,3.8,4.5,Acrylic,,concentration_series,high,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,PMMA (30%),PMMA (30%),,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
PEMA (10%),PEMA (10%),,16.5,8.7,5.0,10.4,Acrylic,PEMA,concentration_series,high,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,PEMA (10%),PEMA (10%),,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
PEMA (30%),PEMA (30%),,16.9,7.8,0.5,7.3,Acrylic,PEMA,concentration_series,high,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,PEMA (30%),PEMA (30%),,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
CRODA AC500 THERMOSET (10%),CRODA AC500 THERMOSET (10%),,17.8,6.4,4.7,10.7,Acrylic,Thermoset Acrylic,concentration_series,high,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,CRODA AC500 THERMOSET (10%),CRODA AC500 THERMOSET (10%),,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
CRODA AC500 THERMOSET (30%),CRODA AC500 THERMOSET (30%),,21.2,1.4,10.7,12.3,Acrylic,Thermoset Acrylic,concentration_series,high,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,CRODA AC500 THERMOSET (30%),CRODA AC500 THERMOSET (30%),,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
CRODA AC550 THERMOSET (10%),CRODA AC550 THERMOSET (10%),,16.3,10.6,7.4,12.9,Acrylic,Thermoset Acrylic,concentration_series,high,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,CRODA AC550 THERMOSET (10%),CRODA AC550 THERMOSET (10%),,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
CRODA AC550 THERMOSET (30%),CRODA AC550 THERMOSET (30%),,16.3,10.6,7.4,12.9,Acrylic,Thermoset Acrylic,concentration_series,high,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,CRODA AC550 THERMOSET (30%),CRODA AC550 THERMOSET (30%),,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
Lumiflon LF-200 (10%),LUMIFLON LF-200 (10%),,18.5,5.4,6.9,9.9,Fluoropolymer,FEVE,concentration_series,high,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,Fluoroethylene-alkyl vinyl ether copolymer,Lumiflon fluoropolymer resin,FEVE resin; Lumiflon,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
Lumiflon LF-200 (30%),LUMIFLON LF-200 (30%),,20.1,4.4,3.2,8.5,Fluoropolymer,FEVE,concentration_series,high,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,Fluoroethylene-alkyl vinyl ether copolymer,Lumiflon fluoropolymer resin,FEVE resin; Lumiflon,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
Lumiflon LF-916 (10%),LUMIFLON LF-916 (10%),,17.5,6.8,10.5,12.5,Fluoropolymer,FEVE,concentration_series,high,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,Fluoroethylene-alkyl vinyl ether copolymer,Lumiflon fluoropolymer resin,FEVE resin,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
Lumiflon LF-916 (30%),LUMIFLON LF-916 (30%),,18.1,3.9,8.3,8.8,Fluoropolymer,FEVE,concentration_series,high,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,Fluoroethylene-alkyl vinyl ether copolymer,Lumiflon fluoropolymer resin,FEVE resin,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
PLASTOKYD S27 (30%),PLASTOKYD S27 (30%),,20.1,5.7,5.3,20.0,Polyester & Alkyd,Alkyd,concentration_series,high,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,PLASTOKYD S27 (30%),PLASTOKYD S27 (30%),,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
PLASTOKYD SC140 (30%),PLASTOKYD SC140 (30%),,25.2,9.2,3.7,20.0,Polyester & Alkyd,Alkyd,concentration_series,high,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,PLASTOKYD SC140 (30%),PLASTOKYD SC140 (30%),,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
PLASTOKYD SC400 (30%),PLASTOKYD SC400 (30%),,23.7,0.5,10.3,20.0,Polyester & Alkyd,Alkyd,concentration_series,high,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,PLASTOKYD SC400 (30%),PLASTOKYD SC400 (30%),,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
PLASTOKYD AC4X (30%),PLASTOKYD AC4X (30%),,23.9,7.8,8.8,19.9,Polyester & Alkyd,Alkyd,concentration_series,high,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,PLASTOKYD AC4X (30%),PLASTOKYD AC4X (30%),,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
ALLOPRENE R10 (10%),ALLOPRENE R10 (10%),,19.5,9.2,6.9,7.5,Elastomer,,concentration_series,high,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,ALLOPRENE R10 (10%),ALLOPRENE R10 (10%),,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
ALLOPRENE R10 (30%),ALLOPRENE R10 (30%),,17.9,5.6,6.7,5.8,Elastomer,,concentration_series,high,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,ALLOPRENE R10 (30%),ALLOPRENE R10 (30%),,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
ALLOPRENE R10 (60%),ALLOPRENE R10 (60%),,19.6,6.5,5.8,9.1,Elastomer,,concentration_series,high,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,ALLOPRENE R10 (60%),ALLOPRENE R10 (60%),,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
HYPALON 20 (30%),HYPALON 20 (30%),,20.3,3.2,0.7,11.3,Elastomer,CSM,concentration_series,high,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,Chlorosulfonated polyethylene,chlorosulfonated PE,CSM; CSPE,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
POLYISOPRENE SW,POLYISOPRENE SW,,17.0,4.0,4.0,7.3,Elastomer,,swelling,medium,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,POLYISOPRENE SW,POLYISOPRENE SW,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
BROMOBUTYL RUBBER S,BROMOBUTYL RUBBER S,,17.6,1.7,2.0,6.0,Elastomer,,swelling,medium,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,BROMOBUTYL RUBBER S,BROMOBUTYL RUBBER S,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
BROMOBUTYL RUBBER L,BROMOBUTYL RUBBER L,,17.0,3.4,2.0,6.0,Elastomer,,swelling,medium,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,BROMOBUTYL RUBBER L,BROMOBUTYL RUBBER L,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
NEOPRENE CR,NEOPRENE CR,,18.1,4.3,6.7,8.9,Elastomer,Neoprene,chemical_resistance,medium,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,Polychloroprene,neoprene,CR; polychloroprene; chloroprene rubber,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
HYTREL,HYTREL +/- OK,,24.2,14.6,13.2,18.8,Elastomer,TPE-E,chemical_resistance,medium,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,HYTREL,HYTREL,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
HYTREL,HYTREL +/- NOT OK,,26.4,18.8,7.4,26.3,Elastomer,TPE-E,chemical_resistance,medium,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,HYTREL,HYTREL,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
HYPALON,HYPALON +/- OK,,18.4,3.6,6.4,9.0,Elastomer,,chemical_resistance,medium,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,HYPALON,HYPALON,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
HYPALON,HYPALON +/- NOT OK,,18.4,5.6,6.0,9.4,Elastomer,,chemical_resistance,medium,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,HYPALON,HYPALON,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
EVA 4055 SOL,EVA 4055 SOL,,17.7,3.5,3.7,4.7,Vinyl Polymer,EVA,solubility,high,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,EVA 4055 SOL,EVA 4055 SOL,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
TOPAS 6013 SOL,TOPAS 6013 SOL,,18.0,3.0,2.0,5.0,Polyolefin,,solubility,high,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,TOPAS 6013 SOL,TOPAS 6013 SOL,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
CZ RESIN SOL,CZ RESIN SOL,,18.0,1.0,3.0,4.0,Natural & Petroleum Resin,,solubility,high,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,CZ RESIN SOL,CZ RESIN SOL,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
KAURI GUM,KAURI GUM,,18.7,8.1,13.0,8.2,Natural & Petroleum Resin,,solubility,medium,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,KAURI GUM,KAURI GUM,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
POLYVINYLPYRROLIDONE,POLYVINYLPYRROLIDONE (PVP),,21.4,11.6,21.6,17.3,Vinyl Polymer,,solubility,medium,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,POLYVINYLPYRROLIDONE,PVP,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
PALM OIL,PALM OIL,,17.7,3.5,3.7,4.7,Biological & Other,,solubility,medium,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,PALM OIL,PALM OIL,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),true
BETHOXAZIN,BETHOXAZIN,163269-30-5,22.4,7.6,10.8,13.9,Phenolic Resin,Benzoxazine,solubility,medium,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,BETHOXAZIN,BETHOXAZIN,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),true
CARBON-60,CARBON-60,,19.7,2.9,2.7,3.9,Biological & Other,,solubility,medium,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,CARBON-60,CARBON-60,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),true
